Y,X,Type,Hoshlds,GeoUID,AP(Cns),ShapeAr,CMA_UID,Popultn,CSD_UID,Dwllngs,PR_UID,CD_UID,ReginNm,Ar(skm),id
5045165.74520009,297764.512924879,CT,1150,4620205.0000000000,2069,0.1768800000,"24462",2115,"2466023",1222,"24","2466",Montr_al,0.1768800000,
5038053.79817485,297936.677981615,CT,1121,4620350.0000000000,2491,0.5594900000,"24462",2525,"2466032",1250,"24","2466",Westmount,0.5594900000,
5036969.44468904,292806.252540611,CT,1802,4620380.0000000000,4094,0.7652700000,"24462",4060,"2466058",1877,"24","2466",C_te-Saint-Luc,0.7652700000,
5035561.49771087,292194.54374949,CT,2474,4620381.0000000000,6381,0.5886000000,"24462",6290,"2466058",2736,"24","2466",C_te-Saint-Luc,0.5886000000,
5035721.71117131,298862.827813443,CT,1745,4620304.0000000000,2911,0.2710600000,"24462",3277,"2466023",1857,"24","2466",Montr_al,0.2710600000,
5037970.76433798,294268.568290142,CT,949,4620385.0000000000,1465,0.0371200000,"24462",1517,"2466058",1001,"24","2466",C_te-Saint-Luc,0.0371200000,
5035208.09304835,299346.121521794,CT,1567,4620307.0000000000,3269,0.1736500000,"24462",3079,"2466023",1716,"24","2466",Montr_al,0.1736500000,
5032896.85949208,292015.717619181,CT,617,4620390.0000000000,953,1.0263200000,"24462",1198,"2466023",690,"24","2466",Montr_al,1.0263200000,
5032602.56119485,291136.975482416,CT,834,4620391.0000000000,1665,0.3170200000,"24462",1656,"2466023",955,"24","2466",Montr_al,0.3170200000,
5036137.77489294,298811.044640701,CT,1252,4620303.0000000000,2213,0.2635300000,"24462",2291,"2466023",1355,"24","2466",Montr_al,0.2635300000,
5032596.30525622,290498.365814659,CT,738,4620392.0000000000,1470,0.4379400000,"24462",1522,"2466023",824,"24","2466",Montr_al,0.4379400000,
5033426.80182454,290872.882892894,CT,3193,4620393.0000000000,5208,1.0424000000,"24462",6874,"2466023",3379,"24","2466",Montr_al,1.0424000000,
5033782.1159017,291965.033097713,CT,1871,4620394.0000000000,3319,1.3444200000,"24462",3689,"2466023",2024,"24","2466",Montr_al,1.3444200000,
5033171.99784091,288684.274170224,CT,2539,4620396.0000000000,6208,1.4642000000,"24462",6501,"2466023",2701,"24","2466",Montr_al,1.4642000000,
5033966.4275228,288431.282690438,CT,1517,4620397.0000000000,3909,1.1863400000,"24462",4038,"2466023",1549,"24","2466",Montr_al,1.1863400000,
5042277.7593153,294450.124500442,CT,1980,4620400.0000000000,4925,1.3787200000,"24462",5232,"2466072",2101,"24","2466",Mont-Royal,1.3787200000,
5041102.95394674,293511.064066868,CT,1218,4620401.0000000000,3134,0.9687800000,"24462",3116,"2466072",1299,"24","2466",Mont-Royal,0.9687800000,
5041729.50691794,285552.498846245,CT,404,4620288.0000000000,1581,1.8865900000,"24462",1519,"2466023",415,"24","2466",Montr_al,1.8865900000,
5036328.76682325,299909.314589476,CT,1261,4620300.0000000000,2706,0.5165800000,"24462",2699,"2466023",1372,"24","2466",Montr_al,0.5165800000,
5036770.71492729,299440.659311621,CT,2627,4620301.0000000000,4963,0.4193800000,"24462",5005,"2466023",2776,"24","2466",Montr_al,0.4193800000,
5036123.58018825,299362.772504201,CT,1537,4620302.0000000000,2827,0.2062800000,"24462",2926,"2466023",1673,"24","2466",Montr_al,0.2062800000,
5046757.41313717,292007.866018001,CT,2100,4620278.0000000000,4338,0.5896100000,"24462",4343,"2466023",2209,"24","2466",Montr_al,0.5896100000,
5046051.05467584,291631.25195626,CT,2500,4620279.0000000000,4166,0.9385900000,"24462",5261,"2466023",2646,"24","2466",Montr_al,0.9385900000,
5044977.55323,291455.996069532,CT,2085,4620280.0000000000,4471,0.5905800000,"24462",4494,"2466023",2268,"24","2466",Montr_al,0.5905800000,
5045164.98638165,290730.747599355,CT,1459,4620281.0000000000,3557,1.0850700000,"24462",3914,"2466023",1530,"24","2466",Montr_al,1.0850700000,
5034577.4467074,298474.861845155,CT,1603,4620310.0000000000,3420,0.4281100000,"24462",3387,"2466023",1686,"24","2466",Montr_al,0.4281100000,
5044634.9276936,289957.874825262,CT,2737,4620282.0000000000,6757,1.3165500000,"24462",7032,"2466023",2904,"24","2466",Montr_al,1.3165500000,
5044514.44980359,288916.72870738,CT,1559,4620284.0000000000,3362,0.5822200000,"24462",3467,"2466023",1654,"24","2466",Montr_al,0.5822200000,
5034789.51090147,299281.4845295,CT,2017,4620311.0000000000,3986,0.3574600000,"24462",4003,"2466023",2146,"24","2466",Montr_al,0.3574600000,
5043715.22496311,288315.727091405,CT,2260,4620285.0000000000,6554,1.5100000000,"24462",6577,"2466023",2401,"24","2466",Montr_al,1.5100000000,
5043280.97503369,289192.46595343,CT,1961,4620286.0000000000,5321,0.7912700000,"24462",5305,"2466023",2110,"24","2466",Montr_al,0.7912700000,
5035229.74887849,299007.418334816,CT,1352,4620308.0000000000,2522,0.1739400000,"24462",2693,"2466023",1427,"24","2466",Montr_al,0.1739400000,
5035251.66233324,298668.222189998,CT,622,4620309.0000000000,1305,0.1864500000,"24462",1364,"2466023",640,"24","2466",Montr_al,0.1864500000,
5034378.98931477,299170.830263107,CT,1621,4620312.0000000000,3220,0.3067100000,"24462",3241,"2466023",1719,"24","2466",Montr_al,0.3067100000,
5034134.83446578,298650.109513803,CT,1523,4620313.0000000000,3290,0.3976600000,"24462",3249,"2466023",1586,"24","2466",Montr_al,0.3976600000,
5033979.17237135,298367.688327664,CT,1162,4620314.0000000000,2422,0.2574700000,"24462",2466,"2466023",1229,"24","2466",Montr_al,0.2574700000,
5033341.769575,298066.78646,CT,5,4620315.0000000000,94,0.8105600000,"24462",240,"2466023",5,"24","2466",Montr_al,0.8105600000,
5033164.41798222,297821.411868688,CT,850,4620316.0000000000,2187,0.5697000000,"24462",2239,"2466023",871,"24","2466",Montr_al,0.5697000000,
5032652.41519712,297480.631844896,CT,2133,4620320.0000000000,4541,0.6775200000,"24462",4683,"2466023",2271,"24","2466",Montr_al,0.6775200000,
5032205.91409766,297107.697633278,CT,1387,4620321.0000000000,2850,1.0888300000,"24462",2921,"2466023",1506,"24","2466",Montr_al,1.0888300000,
5039423.4109266,291625.582291643,CT,698,4620402.0000000000,1304,2.4379700000,"24462",1686,"2466072",746,"24","2466",Mont-Royal,2.4379700000,
5041372.0842,292774.32201,CT,1767,4620403.0000000000,5027,1.3173400000,"24462",5198,"2466072",1944,"24","2466",Mont-Royal,1.3173400000,
5042618.62272698,293445.825324437,CT,1710,4620404.0000000000,5113,1.4325500000,"24462",5044,"2466072",1824,"24","2466",Mont-Royal,1.4325500000,
5040440.07056939,290887.966553756,CT,2716,4620412.0000000000,6772,1.5027600000,"24462",7329,"2466023",2888,"24","2466",Montr_al,1.5027600000,
5030939.83705,295062.02631,CT,1191,4620323.0000000000,2941,0.6231500000,"24462",2862,"2466023",1289,"24","2466",Montr_al,0.6231500000,
5031590.942,293155.921,CT,2078,4620327.0000000000,4787,1.0908500000,"24462",4737,"2466023",2248,"24","2466",Montr_al,1.0908500000,
5032202.93857501,292282.502571313,CT,1700,4620329.0000000000,3601,0.6290700000,"24462",3669,"2466023",1882,"24","2466",Montr_al,0.6290700000,
5034217.56436972,292906.691439918,CT,2371,4620330.0000000000,5212,2.0579400000,"24462",5239,"2466023",2605,"24","2466",Montr_al,2.0579400000,
5034792.84542928,293114.490671091,CT,1850,4620340.0000000000,5085,1.3684300000,"24462",5050,"2466047",1956,"24","2466",Montr_al-Ouest,1.3684300000,
5030950.04401165,272334.052594985,CT,1334,4620480.0000000000,3850,6.0312600000,"24462",3823,"2466112",1381,"24","2466",Baie-D'Urf_,6.0312600000,
5029662.99707449,269563.750183808,CT,1277,4620490.0000000000,2423,0.6885900000,"24462",2432,"2466117",1492,"24","2466",Sainte-Anne-de-Bellevue,0.6885900000,
5032104.69789852,271147.432836461,CT,683,4620491.0000000000,2650,9.8048100000,"24462",2526,"2466117",703,"24","2466",Sainte-Anne-de-Bellevue,9.8048100000,
5040702.73460294,280853.271713945,CT,2120,4620530.0000000000,5880,2.2203700000,"24462",5941,"2466023",2192,"24","2466",Montr_al,2.2203700000,
5032617.87282882,269194.375433757,CT,346,4620500.0000000000,920,7.5240000000,"24462",921,"2466127",375,"24","2466",Senneville,7.5240000000,
5037927.16350111,275924.589492987,CT,1681,4620540.0000000000,3450,0.8724100000,"24462",3700,"2466023",1806,"24","2466",Montr_al,0.8724100000,
5040086.43383147,279263.695731655,CT,808,4620523.0000000000,2524,0.7628000000,"24462",2463,"2466142",816,"24","2466",Dollard-Des Ormeaux,0.7628000000,
5042493.35588602,290119.910866456,CT,1710,4620420.0000000000,5060,0.8334100000,"24462",5157,"2466023",1775,"24","2466",Montr_al,0.8334100000,
5034921.71098309,281577.061790194,CT,2755,4620451.0000000000,6791,3.3254000000,"24462",6731,"2466097",2831,"24","2466",Pointe-Claire,3.3254000000,
5033736.31932506,286758.18564082,CT,3403,4620430.0000000000,6004,1.9711500000,"24462",6711,"2466087",3642,"24","2466",Dorval,1.9711500000,
5034558.43937158,279169.707261347,CT,2724,4620452.0000000000,7136,3.1568200000,"24462",7275,"2466097",2837,"24","2466",Pointe-Claire,3.1568200000,
5033761.89505142,285132.889216753,CT,2361,4620431.0000000000,5425,2.1976300000,"24462",5413,"2466087",2487,"24","2466",Dorval,2.1976300000,
5033935.05315372,283671.207069632,CT,1244,4620432.0000000000,3251,1.3046300000,"24462",3267,"2466087",1272,"24","2466",Dorval,1.3046300000,
5036272.02469253,284925.009104143,CT,1384,4620433.0000000000,3528,15.4410700000,"24462",3589,"2466023",1417,"24","2466",Montr_al,15.4410700000,
5032512.0357903,285918.532926964,CT,4,4620440.0000000000,5,0.1917400000,"24462",5,"2466092",60,"24","2466",L'_le-Dorval,0.1917400000,
5033204.65340825,280163.524393332,CT,3233,4620450.0000000000,7316,3.7594600000,"24462",7183,"2466097",3370,"24","2466",Pointe-Claire,3.7594600000,
5032092.25115644,276780.619376492,CT,1843,4620460.0000000000,5361,3.5822700000,"24462",5345,"2466107",1881,"24","2466",Beaconsfield,3.5822700000,
5031288.49501385,274408.067990934,CT,1032,4620461.0000000000,2964,1.8774900000,"24462",2942,"2466107",1078,"24","2466",Beaconsfield,1.8774900000,
5050072.27676481,294699.35432145,CT,1859,4620612.0000000000,4210,0.7466200000,"24462",4641,"2466023",1989,"24","2466",Montr_al,0.7466200000,
5051341.02245651,293855.493103503,CT,1628,4620618.0000000000,3363,0.5033600000,"24462",3479,"2466023",1710,"24","2466",Montr_al,0.5033600000,
5054379.93933266,302577.941985682,CT,1734,4620570.0000000000,3728,12.2748000000,"24462",3850,"2466007",1856,"24","2466",Montr_al-Est,12.2748000000,
5055348.43549982,304601.497287154,CT,3220,4620584.0000000000,6814,1.5998900000,"24462",7022,"2466023",3370,"24","2466",Montr_al,1.5998900000,
5055975.17595356,304763.869449002,CT,1314,4620583.0000000000,3218,0.7408200000,"24462",3205,"2466023",1365,"24","2466",Montr_al,0.7408200000,
5049124.50758323,294061.577602961,CT,2884,4620613.0000000000,7112,0.9905900000,"24462",7398,"2466023",3165,"24","2466",Montr_al,0.9905900000,
5049477.58171396,293376.449896288,CT,1579,4620614.0000000000,3562,0.4445700000,"24462",3446,"2466023",1770,"24","2466",Montr_al,0.4445700000,
5050029.77944375,293806.675590592,CT,2193,4620615.0000000000,5646,0.5599700000,"24462",5584,"2466023",2383,"24","2466",Montr_al,0.5599700000,
5050750.98431185,294223.270427633,CT,2586,4620616.0000000000,6527,0.7548100000,"24462",6609,"2466023",2801,"24","2466",Montr_al,0.7548100000,
5051887.36945701,300288.707632812,CT,3067,4620592.0000000000,7181,0.9578500000,"24462",7418,"2466023",3197,"24","2466",Montr_al,0.9578500000,
5041070.06762257,282343.905467119,CT,1171,4620511.0099999998,3332,1.4568100000,"24462",3295,"2466023",1207,"24","2466",Montr_al,1.4568100000,
5040467.0238873,283660.251390641,CT,2253,4620511.0199999996,6102,1.5418300000,"24462",6209,"2466023",2422,"24","2466",Montr_al,1.5418300000,
5050014.00026534,293144.050767009,CT,3063,4620619.0000000000,5999,0.5721900000,"24462",5806,"2466023",3287,"24","2466",Montr_al,0.5721900000,
5036588.0688207,294049.550515477,CT,1848,4620100.0099999998,4065,0.4579600000,"24462",4061,"2466023",2022,"24","2466",Montr_al,0.4579600000,
5051127.699,300136.907,CT,2772,4620593.0099999998,5010,1.0422700000,"24462",5087,"2466023",2830,"24","2466",Montr_al,1.0422700000,
5050441.90473299,300710.98872074,CT,1977,4620593.0199999996,4402,0.4852100000,"24462",4538,"2466023",2074,"24","2466",Montr_al,0.4852100000,
5033481.17774621,295840.04940449,CT,3039,4620325.0499999998,5030,0.9131900000,"24462",6994,"2466023",3298,"24","2466",Montr_al,0.9131900000,
5032785.91812477,296298.508960249,CT,1925,4620325.0599999996,4162,0.7739600000,"24462",4225,"2466023",2002,"24","2466",Montr_al,0.7739600000,
5039601.17736166,285880.105962706,CT,2836,4620415.0499999998,6534,10.8938600000,"24462",7819,"2466023",2902,"24","2466",Montr_al,10.8938600000,
5036038.32274803,293703.782303107,CT,1424,4620100.0199999996,3486,0.3554800000,"24462",3474,"2466023",1618,"24","2466",Montr_al,0.3554800000,
5059267.74313672,302288.80133643,CT,1785,4620291.0300000003,4740,6.9989400000,"24462",5352,"2466023",1798,"24","2466",Montr_al,6.9989400000,
5039642.26528368,290174.038502346,CT,1450,4620413.0199999996,3839,0.8064900000,"24462",3812,"2466023",1582,"24","2466",Montr_al,0.8064900000,
5045731.28325651,299936.061701052,CT,2550,4620187.0300000003,4724,0.3558200000,"24462",4805,"2466023",2622,"24","2466",Montr_al,0.3558200000,
5057396.59347694,301072.018878518,CT,1469,4620291.0400000000,4776,3.2058400000,"24462",5230,"2466023",1476,"24","2466",Montr_al,3.2058400000,
5040120.95666378,289787.382821691,CT,1380,4620413.0099999998,3970,0.8079500000,"24462",3865,"2466023",1402,"24","2466",Montr_al,0.8079500000,
5045001.94010623,299678.647556605,CT,2406,4620187.0400000000,5011,0.7695400000,"24462",5679,"2466023",2430,"24","2466",Montr_al,0.7695400000,
5048566.39921302,297041.473497291,CT,1671,4620603.0199999996,3691,0.6244000000,"24462",4072,"2466023",1805,"24","2466",Montr_al,0.6244000000,
5052227.74147597,296177.158977752,CT,1963,4620610.0099999998,4512,0.9339800000,"24462",4536,"2466023",2086,"24","2466",Montr_al,0.9339800000,
5052307.00413236,295511.789383026,CT,1764,4620610.0199999996,4539,0.4617000000,"24462",4558,"2466023",1885,"24","2466",Montr_al,0.4617000000,
5053387.15067545,295347.466745098,CT,1610,4620610.0400000000,3957,0.1945700000,"24462",3632,"2466023",1859,"24","2466",Montr_al,0.1945700000,
5050906.25168677,295269.753041855,CT,1134,4620611.0099999998,2808,0.7118700000,"24462",2822,"2466023",1232,"24","2466",Montr_al,0.7118700000,
5052386.34747632,294738.176687612,CT,2153,4620617.0099999998,5414,0.9046400000,"24462",5460,"2466023",2259,"24","2466",Montr_al,0.9046400000,
5051927.66454895,294345.942680519,CT,1632,4620617.0199999996,3933,0.6573500000,"24462",3926,"2466023",1712,"24","2466",Montr_al,0.6573500000,
5048592.86396473,301809.481871219,CT,2016,4620012.0199999996,4038,0.3963900000,"24462",4034,"2466023",2175,"24","2466",Montr_al,0.3963900000,
5036215.73687176,295300.67727681,CT,3298,4620097.0099999998,6280,0.3526300000,"24462",6285,"2466023",3528,"24","2466",Montr_al,0.3526300000,
5035480.45183686,294329.613965132,CT,1962,4620097.0199999996,3630,0.3937300000,"24462",3831,"2466023",2167,"24","2466",Montr_al,0.3937300000,
5043737.993747,290108.013834163,CT,1356,4620283.0099999998,3612,0.6084200000,"24462",3663,"2466023",1428,"24","2466",Montr_al,0.6084200000,
5051552.60139283,300898.738875973,CT,1644,4620591.0199999996,4076,0.6851000000,"24462",4158,"2466023",1708,"24","2466",Montr_al,0.6851000000,
5049261.16111798,297275.519994525,CT,1444,4620603.0099999998,3759,0.5327600000,"24462",3615,"2466023",1555,"24","2466",Montr_al,0.5327600000,
5044128.55598215,289551.807753767,CT,1208,4620283.0199999996,2823,0.4694400000,"24462",2853,"2466023",1276,"24","2466",Montr_al,0.4694400000,
5053026.5631,301140.497205,CT,2200,4620590.0099999998,5383,1.4952800000,"24462",5439,"2466023",2306,"24","2466",Montr_al,1.4952800000,
5052338.59325986,300888.711388319,CT,1379,4620590.0199999996,3136,0.3001000000,"24462",3340,"2466023",1462,"24","2466",Montr_al,0.3001000000,
5051400.48756461,301402.607204832,CT,1057,4620591.0099999998,2557,0.4872100000,"24462",2664,"2466023",1103,"24","2466",Montr_al,0.4872100000,
5040595.96194669,277389.347662514,CT,1768,4620512.0199999996,4455,1.4648900000,"24462",4449,"2466023",1864,"24","2466",Montr_al,1.4648900000,
5032090.49841999,295252.766323365,CT,2764,4620325.0199999996,6559,0.9765300000,"24462",6575,"2466023",2961,"24","2466",Montr_al,0.9765300000,
5032631.9504,295189.322605,CT,1507,4620325.0300000003,3612,0.4669400000,"24462",3702,"2466023",1605,"24","2466",Montr_al,0.4669400000,
5034206.11307232,295364.663808137,CT,1129,4620326.0099999998,2872,2.5397700000,"24462",2822,"2466023",1201,"24","2466",Montr_al,2.5397700000,
5032619.06367578,293514.895716171,CT,1570,4620326.0199999996,3493,1.0864400000,"24462",3386,"2466023",1715,"24","2466",Montr_al,1.0864400000,
5038094.47290656,276957.800447474,CT,2761,4620514.0099999998,7163,1.9825700000,"24462",6997,"2466023",2832,"24","2466",Montr_al,1.9825700000,
5036787.90770222,276151.019328189,CT,2176,4620514.0199999996,6325,1.8750300000,"24462",6255,"2466023",2221,"24","2466",Montr_al,1.8750300000,
5037691.78084033,278636.406809572,CT,1911,4620521.0099999998,4650,0.8407000000,"24462",4819,"2466142",1963,"24","2466",Dollard-Des Ormeaux,0.8407000000,
5057129.13886673,304934.502383378,CT,3019,4620582.0099999998,6531,1.1576600000,"24462",6465,"2466023",3154,"24","2466",Montr_al,1.1576600000,
5056464.55316524,304798.028522441,CT,2657,4620582.0199999996,6127,1.2650600000,"24462",6033,"2466023",2728,"24","2466",Montr_al,1.2650600000,
5050131.50533946,299232.610120524,CT,1564,4620600.0099999998,3833,0.7407200000,"24462",3931,"2466023",1604,"24","2466",Montr_al,0.7407200000,
5049429.90119222,299263.374796673,CT,1706,4620600.0199999996,4028,0.4129500000,"24462",4141,"2466023",1782,"24","2466",Montr_al,0.4129500000,
5049629.21452206,298481.593857339,CT,2429,4620600.0300000003,6415,0.6969400000,"24462",6617,"2466023",2554,"24","2466",Montr_al,0.6969400000,
5049117.30128335,295794.059175383,CT,1752,4620604.0199999996,4466,0.3408100000,"24462",4501,"2466023",1802,"24","2466",Montr_al,0.3408100000,
5032569.074325,292892.55341,CT,798,4620328.0000000000,1959,0.4426200000,"24462",1940,"2466023",860,"24","2466",Montr_al,0.4426200000,
5050650.9392566,298291.536395374,CT,1585,4620605.0099999998,3421,1.3506700000,"24462",3491,"2466023",1659,"24","2466",Montr_al,1.3506700000,
5050387.21733101,297154.949184556,CT,729,4620605.0199999996,1999,0.5780600000,"24462",1998,"2466023",748,"24","2466",Montr_al,0.5780600000,
5031178.7111142,295817.082474413,CT,1673,4620322.0199999996,3779,0.7763600000,"24462",3850,"2466023",1762,"24","2466",Montr_al,0.7763600000,
5031961.7057,294350.13037,CT,1454,4620325.0099999998,3670,0.3942100000,"24462",3715,"2466023",1555,"24","2466",Montr_al,0.3942100000,
5035256.14626483,289152.090658985,CT,1090,4620395.0099999998,2838,7.6453700000,"24462",2731,"2466023",1227,"24","2466",Montr_al,7.6453700000,
5033565.50836184,290008.39037371,CT,2802,4620395.0199999996,6267,0.6883800000,"24462",6451,"2466023",3078,"24","2466",Montr_al,0.6883800000,
5033746.338,289443.37033,CT,2346,4620395.0300000003,4567,0.6143200000,"24462",4590,"2466023",2480,"24","2466",Montr_al,0.6143200000,
5049348.77782557,299960.305260537,CT,2347,4620195.0199999996,5349,0.5999500000,"24462",5390,"2466023",2495,"24","2466",Montr_al,0.5999500000,
5043535.98755278,293441.9901409,CT,1484,4620223.0099999998,3955,0.1446500000,"24462",3883,"2466023",1661,"24","2466",Montr_al,0.1446500000,
5043371.41741646,293865.015224328,CT,1186,4620223.0199999996,3276,0.1952300000,"24462",3085,"2466023",1320,"24","2466",Montr_al,0.1952300000,
5039363.4512751,298466.204035528,CT,4223,4620065.0099999998,6762,0.1368500000,"24462",6883,"2466023",4887,"24","2466",Montr_al,0.1368500000,
5039023.0522631,298136.415608919,CT,2188,4620065.0199999996,2580,0.1452600000,"24462",3642,"2466023",2627,"24","2466",Montr_al,0.1452600000,
5039127.43971437,298794.898718344,CT,1584,4620066.0099999998,2778,0.2287400000,"24462",2939,"2466023",1927,"24","2466",Montr_al,0.2287400000,
5038808.29158927,298477.839045967,CT,1515,4620066.0199999996,1979,0.1805400000,"24462",2213,"2466023",1771,"24","2466",Montr_al,0.1805400000,
5046557.18813698,296740.530200141,CT,1529,4620251.0099999998,3775,0.4749700000,"24462",3822,"2466023",1613,"24","2466",Montr_al,0.4749700000,
5046827.22788106,296898.220398743,CT,1238,4620251.0199999996,2657,0.2363200000,"24462",2723,"2466023",1312,"24","2466",Montr_al,0.2363200000,
5053824.84561689,297681.355764853,CT,1001,4620290.0099999998,2245,1.2040800000,"24462",2655,"2466023",1021,"24","2466",Montr_al,1.2040800000,
5036782.8560325,292254.934569082,CT,1449,4620382.0099999998,3722,0.5811600000,"24462",3873,"2466058",1558,"24","2466",C_te-Saint-Luc,0.5811600000,
5054956.14917135,298765.567090197,CT,2227,4620290.0199999996,5934,1.7994800000,"24462",5738,"2466023",2283,"24","2466",Montr_al,1.7994800000,
5030916.08660304,294034.038671681,CT,2130,4620324.0099999998,4645,0.6898200000,"24462",4894,"2466023",2324,"24","2466",Montr_al,0.6898200000,
5031541.08568411,294434.389325488,CT,1148,4620324.0199999996,2698,0.6715400000,"24462",2806,"2466023",1281,"24","2466",Montr_al,0.6715400000,
5035533.14898548,291302.633747293,CT,1475,4620382.0199999996,4622,1.5619000000,"24462",4445,"2466058",1606,"24","2466",C_te-Saint-Luc,1.5619000000,
5033293.57301337,277344.11688274,CT,1886,4620462.0099999998,5084,2.3812500000,"24462",5085,"2466107",1930,"24","2466",Beaconsfield,2.3812500000,
5032691.06585852,274928.808076483,CT,1901,4620462.0199999996,6096,3.1849200000,"24462",5952,"2466107",1939,"24","2466",Beaconsfield,3.1849200000,
5034199.70908412,276878.995890974,CT,2563,4620470.0099999998,7531,3.5137200000,"24462",7159,"2466102",2615,"24","2466",Kirkland,3.5137200000,
5049020.65096956,298777.691566957,CT,1305,4620601.0099999998,3293,0.3211500000,"24462",3284,"2466023",1383,"24","2466",Montr_al,0.3211500000,
5048162.99433819,298284.146507305,CT,1985,4620601.0199999996,4085,0.4275000000,"24462",4466,"2466023",2078,"24","2466",Montr_al,0.4275000000,
5048809.0622,298035.768025,CT,1656,4620602.0099999998,3487,0.5393600000,"24462",3809,"2466023",1729,"24","2466",Montr_al,0.5393600000,
5048108.30455,297735.388995,CT,1164,4620602.0199999996,2733,0.6154000000,"24462",2880,"2466023",1216,"24","2466",Montr_al,0.6154000000,
5048979.59028666,296694.053794356,CT,1276,4620603.0300000003,3517,0.3558000000,"24462",3532,"2466023",1388,"24","2466",Montr_al,0.3558000000,
5049519.16659955,296406.482022219,CT,1207,4620604.0300000003,3007,0.4952300000,"24462",3040,"2466023",1284,"24","2466",Montr_al,0.4952300000,
5049651.1035,295473.46069,CT,1338,4620604.0400000000,3318,0.7600200000,"24462",3468,"2466023",1381,"24","2466",Montr_al,0.7600200000,
5051183.69332298,297534.517262538,CT,2355,4620605.0300000003,5856,1.0306800000,"24462",5911,"2466023",2491,"24","2466",Montr_al,1.0306800000,
5051461.26726243,296594.511258734,CT,1915,4620605.0400000000,4803,1.5836800000,"24462",4907,"2466023",1985,"24","2466",Montr_al,1.5836800000,
5039772.08729074,300385.799449754,CT,1290,4620070.0099999998,1220,0.2622200000,"24462",2002,"2466023",1672,"24","2466",Montr_al,0.2622200000,
5038993.34145,299935.44507,CT,911,4620069.0199999996,198,0.2593500000,"24462",1469,"2466023",1155,"24","2466",Montr_al,0.2593500000,
5039427.89815773,300168.760384753,CT,2034,4620070.0199999996,1332,0.3568400000,"24462",3334,"2466023",2334,"24","2466",Montr_al,0.3568400000,
5039481.3799318,299651.26115147,CT,1973,4620069.0099999998,3696,0.4351800000,"24462",3959,"2466023",2207,"24","2466",Montr_al,0.4351800000,
5043290.46557413,287711.420351989,CT,3056,4620287.0099999998,6158,0.5365800000,"24462",6641,"2466023",3354,"24","2466",Montr_al,0.5365800000,
5042922.88027035,286940.866014152,CT,1739,4620287.0199999996,4494,1.1068600000,"24462",4642,"2466023",1840,"24","2466",Montr_al,1.1068600000,
5056544.14526469,299432.256069995,CT,2445,4620290.0400000000,6731,2.8338500000,"24462",6889,"2466023",2538,"24","2466",Montr_al,2.8338500000,
5033104.12172087,294243.377038504,CT,1906,4620326.0300000003,4949,1.3194300000,"24462",4976,"2466023",2028,"24","2466",Montr_al,1.3194300000,
5051361.00379045,299225.507849833,CT,1330,4620594.0099999998,2766,0.4002400000,"24462",2704,"2466023",1365,"24","2466",Montr_al,0.4002400000,
5036342.54438808,291073.979683045,CT,1047,4620383.0099999998,3308,1.7254500000,"24462",3232,"2466058",1126,"24","2466",C_te-Saint-Luc,1.7254500000,
5037637.14960142,291688.789229552,CT,3844,4620383.0199999996,7650,1.5064200000,"24462",8002,"2466058",4008,"24","2466",C_te-Saint-Luc,1.5064200000,
5042167.471,291108.945,CT,2691,4620410.0199999996,5688,0.7636200000,"24462",5948,"2466023",2842,"24","2466",Montr_al,0.7636200000,
5036680.88922473,278038.666369107,CT,1318,4620522.0099999998,3731,1.2254100000,"24462",3557,"2466142",1336,"24","2466",Dollard-Des Ormeaux,1.2254100000,
5052968.473775,298991.50074,CT,3372,4620594.0199999996,7417,8.0194300000,"24462",7448,"2466023",3459,"24","2466",Montr_al,8.0194300000,
5053822.72399169,295425.806584227,CT,1621,4620610.0700000003,4515,0.5503700000,"24462",4301,"2466023",1718,"24","2466",Montr_al,0.5503700000,
5037473.41016896,277641.033963838,CT,1381,4620522.0199999996,3727,1.0867200000,"24462",3595,"2466142",1409,"24","2466",Dollard-Des Ormeaux,1.0867200000,
