Y,X,Type,Hoshlds,GeoUID,AP(Cns),ShapeAr,CMA_UID,Popultn,CSD_UID,Dwllngs,PR_UID,CD_UID,ReginNm,Ar(skm),id
5036294.57869377,293161.670958452,CT,1823,4620101.0099999998,4089,0.3535400000,"24462",4016,"2466023",1970,"24","2466",Montr_al,0.3535400000,
5036858.74734179,293561.25480396,CT,1552,4620101.0199999996,3899,0.3587000000,"24462",3808,"2466023",1711,"24","2466",Montr_al,0.3587000000,
5039945.89991565,298280.478925814,CT,2221,4620129.0099999998,4108,0.2844400000,"24462",3835,"2466023",2933,"24","2466",Montr_al,0.2844400000,
5050114.87722692,300041.230701066,CT,2255,4620195.0300000003,4956,0.8864100000,"24462",4978,"2466023",2392,"24","2466",Montr_al,0.8864100000,
5056237.93786526,297853.454987101,CT,1494,4620290.0800000001,4152,1.1289600000,"24462",4076,"2466023",1551,"24","2466",Montr_al,1.1289600000,
5058056.27409337,305125.461767599,CT,2018,4620581.0099999998,5966,1.3142600000,"24462",5708,"2466023",2057,"24","2466",Montr_al,1.3142600000,
5058284.08578243,304505.64036735,CT,1529,4620581.0199999996,3317,0.6691900000,"24462",3495,"2466023",1574,"24","2466",Montr_al,0.6691900000,
5055109.61352273,297090.031512475,CT,1757,4620290.0899999999,5125,1.1120300000,"24462",4910,"2466023",1804,"24","2466",Montr_al,1.1120300000,
5059618.251525,305143.61734,CT,1868,4620580.0099999998,4171,1.1723900000,"24462",4260,"2466023",1975,"24","2466",Montr_al,1.1723900000,
5046410.05461857,301378.516165924,CT,4090,4620014.0099999998,6708,0.9007200000,"24462",7545,"2466023",4302,"24","2466",Montr_al,0.9007200000,
5039020.46606541,294016.812708526,CT,1855,4620112.0199999996,4283,0.2763300000,"24462",4087,"2466023",1953,"24","2466",Montr_al,0.2763300000,
5061183.71068885,305265.016370249,CT,1582,4620580.0199999996,2909,0.8054200000,"24462",3235,"2466023",1592,"24","2466",Montr_al,0.8054200000,
5040833.45440447,300579.9971128,CT,2824,4620055.0099999998,4531,0.7319200000,"24462",4758,"2466023",3660,"24","2466",Montr_al,0.7319200000,
5035534.84171401,295979.657397709,CT,5,4620094.0199999996,10,1.8858000000,"24462",5,"2466023",6,"24","2466",Montr_al,1.8858000000,
5047057.12591444,300998.176231438,CT,1,4620014.0199999996,10,0.8717700000,"24462",0,"2466023",4,"24","2466",Montr_al,0.8717700000,
5039400.54415718,293424.718304984,CT,1753,4620112.0099999998,5085,0.6306500000,"24462",5346,"2466023",1945,"24","2466",Montr_al,0.6306500000,
5039828.6587922,301318.679862208,CT,458,4620055.0199999996,775,1.3142300000,"24462",822,"2466023",531,"24","2466",Montr_al,1.3142300000,
5047993.23024186,300263.083028555,CT,2272,4620190.0199999996,3581,1.0432300000,"24462",4145,"2466023",2359,"24","2466",Montr_al,1.0432300000,
5053932.55747381,296413.565424441,CT,2357,4620290.0499999998,5778,2.2208300000,"24462",5100,"2466023",2450,"24","2466",Montr_al,2.2208300000,
5045029.15012115,300222.748759968,CT,1702,4620187.0099999998,2647,0.3649000000,"24462",3032,"2466023",1937,"24","2466",Montr_al,0.3649000000,
5039948.12524531,295336.926064138,CT,3252,4620127.0099999998,5339,0.4860000000,"24462",5554,"2466023",3780,"24","2466",Montr_al,0.4860000000,
5039823.21629042,296841.135846261,CT,3,4620127.0199999996,5,1.3203900000,"24462",5,"2466023",4,"24","2466",Montr_al,1.3203900000,
5038743.61660527,278347.402415611,CT,1471,4620521.0499999998,4818,1.3469700000,"24462",4882,"2466142",1492,"24","2466",Dollard-Des Ormeaux,1.3469700000,
5046022.34355266,294521.584051777,CT,2591,4620264.0199999996,5019,0.9123600000,"24462",5249,"2466023",2685,"24","2466",Montr_al,0.9123600000,
5046398.93831054,293643.685719318,CT,2330,4620264.0099999998,5464,1.2244900000,"24462",5530,"2466023",2433,"24","2466",Montr_al,1.2244900000,
5060724.7909,304458.77108,CT,767,4620585.0099999998,2019,3.4779600000,"24462",1995,"2466023",774,"24","2466",Montr_al,3.4779600000,
5057170.33304765,303233.531663078,CT,1718,4620585.0199999996,3968,5.6096700000,"24462",3900,"2466023",1793,"24","2466",Montr_al,5.6096700000,
5043765.315275,291311.499145,CT,2151,4620268.0199999996,3320,0.3028000000,"24462",5598,"2466023",2254,"24","2466",Montr_al,0.3028000000,
5044194.33906309,291299.088867653,CT,3137,4620268.0099999998,6048,0.5812200000,"24462",6777,"2466023",3262,"24","2466",Montr_al,0.5812200000,
5043706.39249116,292564.486767167,CT,0,4620268.0300000003,5,1.2819400000,"24462",0,"2466023",0,"24","2466",Montr_al,1.2819400000,
5039064.56400871,292311.200118703,CT,2686,4620120.0099999998,3500,2.6340200000,"24462",5690,"2466072",2913,"24","2466",Mont-Royal,2.6340200000,
5038761.38508928,292903.135821781,CT,450,4620120.0199999996,1079,0.1983200000,"24462",1029,"2466058",464,"24","2466",C_te-Saint-Luc,0.1983200000,
5033829.22305005,274195.007892871,CT,1579,4620470.0300000003,5486,2.4241700000,"24462",5156,"2466102",1599,"24","2466",Kirkland,2.4241700000,
5035507.52395818,280517.942387626,CT,1909,4620453.0099999998,5101,1.9750800000,"24462",5212,"2466097",1963,"24","2466",Pointe-Claire,1.9750800000,
5039613.23601979,278136.542216389,CT,1692,4620513.0199999996,3901,1.2478500000,"24462",4227,"2466023",1773,"24","2466",Montr_al,1.2478500000,
5035519.419,272237.748,CT,1946,4620515.0099999998,5514,9.1110000000,"24462",5975,"2466023",2040,"24","2466",Montr_al,9.1110000000,
5038712.03301687,281908.584837147,CT,1735,4620520.0400000000,4546,1.0600500000,"24462",4544,"2466142",1771,"24","2466",Dollard-Des Ormeaux,1.0600500000,
5036768.26498933,280389.672205321,CT,1755,4620453.0199999996,4446,6.6916300000,"24462",4979,"2466097",1834,"24","2466",Pointe-Claire,6.6916300000,
5042230.38972421,292207.486075069,CT,628,4620410.0300000003,1890,2.2065700000,"24462",1905,"2466023",665,"24","2466",Montr_al,2.2065700000,
5042538.6136824,289127.136005723,CT,1779,4620417.0099999998,4250,0.6681000000,"24462",4804,"2466023",1874,"24","2466",Montr_al,0.6681000000,
5040449.80830229,278893.031775522,CT,1808,4620513.0099999998,5183,1.0855200000,"24462",5229,"2466023",1849,"24","2466",Montr_al,1.0855200000,
5061453.68070601,305885.661426321,CT,1563,4620580.0300000003,4026,1.0809700000,"24462",3879,"2466023",1598,"24","2466",Montr_al,1.0809700000,
5035581.17982306,274521.392044684,CT,1511,4620515.0199999996,4526,0.9320700000,"24462",4551,"2466023",1529,"24","2466",Montr_al,0.9320700000,
5035689.979575,275520.45748,CT,1170,4620515.0300000003,3503,0.9665600000,"24462",3328,"2466023",1212,"24","2466",Montr_al,0.9665600000,
5036150.76939277,274961.514135613,CT,1293,4620515.0400000000,3715,0.8347200000,"24462",3655,"2466023",1341,"24","2466",Montr_al,0.8347200000,
5039410.91975,282797.5249,CT,1285,4620520.0300000003,3852,1.4845800000,"24462",3655,"2466142",1361,"24","2466",Dollard-Des Ormeaux,1.4845800000,
5041616.49229371,279007.075509129,CT,1302,4620512.0300000003,2213,0.6858900000,"24462",2512,"2466023",1320,"24","2466",Montr_al,0.6858900000,
5041088.92877599,278614.93591868,CT,2416,4620512.0400000000,6598,1.7700000000,"24462",6674,"2466023",2475,"24","2466",Montr_al,1.7700000000,
5031805.42605811,296718.418417033,CT,2361,4620322.0300000003,4650,0.7537500000,"24462",4751,"2466023",2499,"24","2466",Montr_al,0.7537500000,
5034760.43006662,275830.583304805,CT,1215,4620470.0400000000,3838,1.5748000000,"24462",3642,"2466102",1226,"24","2466",Kirkland,1.5748000000,
5035671.75364932,277076.916336131,CT,1325,4620470.0499999998,4398,2.1214900000,"24462",4194,"2466102",1339,"24","2466",Kirkland,2.1214900000,
5043112.60143614,291291.726645265,CT,2779,4620421.0199999996,7235,0.5571900000,"24462",7501,"2466023",2991,"24","2466",Montr_al,0.5571900000,
5057527.15257257,299934.39439886,CT,1367,4620291.0099999998,4016,0.9817900000,"24462",3923,"2466023",1393,"24","2466",Montr_al,0.9817900000,
5043384.42541271,291033.31218904,CT,2956,4620421.0099999998,7628,0.4147800000,"24462",7897,"2466023",3191,"24","2466",Montr_al,0.4147800000,
5039570.00094281,279695.114308747,CT,1743,4620521.0400000000,5052,1.4021900000,"24462",4983,"2466142",1814,"24","2466",Dollard-Des Ormeaux,1.4021900000,
5038880.89893665,279991.20339124,CT,1848,4620521.0599999996,5121,2.1890800000,"24462",5029,"2466142",1876,"24","2466",Dollard-Des Ormeaux,2.1890800000,
5037781.68094279,280088.7475991,CT,1261,4620521.0700000003,4454,2.0587100000,"24462",4291,"2466142",1269,"24","2466",Dollard-Des Ormeaux,2.0587100000,
5047304.39760222,298378.871240506,CT,2278,4620200.0000000000,4380,0.3070500000,"24462",4667,"2466023",2396,"24","2466",Montr_al,0.3070500000,
5045396.53786023,296056.540585357,CT,1808,4620243.0000000000,4005,0.2548600000,"24462",3946,"2466023",1909,"24","2466",Montr_al,0.2548600000,
5045737.3091699,292454.16600624,CT,2403,4620270.0000000000,4369,0.6789600000,"24462",4529,"2466023",2548,"24","2466",Montr_al,0.6789600000,
5044989.49715206,301126.096092468,CT,923,4620027.0000000000,1620,0.0949600000,"24462",1650,"2466023",982,"24","2466",Montr_al,0.0949600000,
5037426.06498431,294882.961142122,CT,1550,4620105.0000000000,3329,0.3033300000,"24462",3342,"2466023",1694,"24","2466",Montr_al,0.3033300000,
5048936.05086319,301682.692257911,CT,1315,4620012.0099999998,2416,0.2377600000,"24462",2502,"2466023",1370,"24","2466",Montr_al,0.2377600000,
5050266.3097531,295844.209321962,CT,1865,4620604.0499999998,4686,0.5898500000,"24462",5229,"2466023",1921,"24","2466",Montr_al,0.5898500000,
5053241.05031012,295791.646515888,CT,1919,4620610.0499999998,4293,0.3850600000,"24462",4406,"2466023",2193,"24","2466",Montr_al,0.3850600000,
5036128.39263291,294447.390875623,CT,2622,4620099.0000000000,5724,0.6915000000,"24462",5627,"2466023",2782,"24","2466",Montr_al,0.6915000000,
5052934.22675171,296019.533876414,CT,1069,4620610.0599999996,2778,0.3429200000,"24462",2792,"2466023",1163,"24","2466",Montr_al,0.3429200000,
5038138.77370192,298948.771326835,CT,2048,4620078.0000000000,3828,0.3725500000,"24462",4013,"2466023",2199,"24","2466",Montr_al,0.3725500000,
5042450.4969131,299341.623486032,CT,2045,4620144.0000000000,3336,0.1910800000,"24462",3512,"2466023",2280,"24","2466",Montr_al,0.1910800000,
5042868.179,299540.162,CT,0,4620145.0000000000,0,0.4395600000,"24462",0,"2466023",0,"24","2466",Montr_al,0.4395600000,
5043135.53317234,298904.390530458,CT,1427,4620146.0000000000,2293,0.1414600000,"24462",2391,"2466023",1529,"24","2466",Montr_al,0.1414600000,
5043383.17587771,299069.973369855,CT,1519,4620147.0000000000,2638,0.1682400000,"24462",2749,"2466023",1670,"24","2466",Montr_al,0.1682400000,
5043675.0767194,299237.144915129,CT,472,4620148.0000000000,1222,0.1425600000,"24462",1306,"2466023",502,"24","2466",Montr_al,0.1425600000,
5043770.67690444,299805.403637634,CT,1375,4620150.0000000000,2433,0.1646400000,"24462",2474,"2466023",1516,"24","2466",Montr_al,0.1646400000,
5043884.28241688,299405.671590252,CT,1126,4620151.0000000000,2123,0.1170700000,"24462",2215,"2466023",1172,"24","2466",Montr_al,0.1170700000,
5044167.69574214,299597.85113015,CT,863,4620152.0000000000,1547,0.1364200000,"24462",1525,"2466023",935,"24","2466",Montr_al,0.1364200000,
5044336.91479741,299734.461683621,CT,431,4620153.0000000000,843,0.2797800000,"24462",785,"2466023",496,"24","2466",Montr_al,0.2797800000,
5044365.1143109,299173.001172312,CT,615,4620154.0000000000,616,0.1243900000,"24462",1144,"2466023",635,"24","2466",Montr_al,0.1243900000,
5044112.6534375,298997.406182036,CT,1005,4620155.0000000000,1707,0.1059500000,"24462",1753,"2466023",1074,"24","2466",Montr_al,0.1059500000,
5043924.78068043,298870.439528004,CT,1078,4620156.0000000000,1902,0.1376700000,"24462",1923,"2466023",1155,"24","2466",Montr_al,0.1376700000,
5043639.49543152,298681.578881417,CT,1120,4620157.0000000000,2099,0.1611400000,"24462",2132,"2466023",1209,"24","2466",Montr_al,0.1611400000,
5043390.15477218,298515.436306889,CT,1189,4620158.0000000000,2044,0.1382000000,"24462",2021,"2466023",1299,"24","2466",Montr_al,0.1382000000,
5043138.70473827,298349.559609337,CT,963,4620159.0000000000,1805,0.1239000000,"24462",1942,"2466023",1026,"24","2466",Montr_al,0.1239000000,
5042910.27835434,298201.623186571,CT,1028,4620160.0000000000,1707,0.1202000000,"24462",1749,"2466023",1113,"24","2466",Montr_al,0.1202000000,
5042550.45653642,298083.280166858,CT,993,4620161.0000000000,1807,0.1391200000,"24462",1934,"2466023",1088,"24","2466",Montr_al,0.1391200000,
5042659.99256465,297882.90136929,CT,918,4620162.0000000000,1598,0.0933400000,"24462",1574,"2466023",996,"24","2466",Montr_al,0.0933400000,
5037730.60489042,297964.04237768,CT,2111,4620081.0000000000,2997,0.2629700000,"24462",3501,"2466023",2272,"24","2466",Montr_al,0.2629700000,
5043900.42262452,295968.700496567,CT,1684,4620218.0000000000,2865,0.2801900000,"24462",3042,"2466023",1831,"24","2466",Montr_al,0.2801900000,
5037198.31801877,297537.036902794,CT,1098,4620082.0000000000,1954,0.3000000000,"24462",2226,"2466023",1201,"24","2466",Montr_al,0.3000000000,
5051301.83032338,302878.638723783,CT,1603,4620004.0000000000,3261,0.4482800000,"24462",3176,"2466023",1704,"24","2466",Montr_al,0.4482800000,
5044544.56525123,301287.026578866,CT,1446,4620024.0000000000,2601,0.2761000000,"24462",2647,"2466023",1509,"24","2466",Montr_al,0.2761000000,
5045239.4885282,301575.827279073,CT,1511,4620025.0000000000,3079,0.2232800000,"24462",3016,"2466023",1650,"24","2466",Montr_al,0.2232800000,
5045396.62395471,301311.482706023,CT,1498,4620026.0000000000,2300,0.1747800000,"24462",2581,"2466023",1589,"24","2466",Montr_al,0.1747800000,
5044627.34604021,300963.546442914,CT,1152,4620028.0000000000,1974,0.1577000000,"24462",2077,"2466023",1218,"24","2466",Montr_al,0.1577000000,
5036909.03664116,297971.589676126,CT,1771,4620083.0000000000,3248,0.4128800000,"24462",3339,"2466023",1931,"24","2466",Montr_al,0.4128800000,
5043603.0329403,294156.460796653,CT,2395,4620224.0000000000,6139,0.3786600000,"24462",5937,"2466023",2608,"24","2466",Montr_al,0.3786600000,
5048657.38109933,299472.948901464,CT,1609,4620195.0099999998,3336,0.5512600000,"24462",3479,"2466023",1720,"24","2466",Montr_al,0.5512600000,
5035379.12962175,297589.163428535,CT,1850,4620088.0000000000,3544,0.3377300000,"24462",3542,"2466023",1981,"24","2466",Montr_al,0.3377300000,
5034736.212434,297803.629557784,CT,2412,4620089.0000000000,4937,0.5259500000,"24462",4888,"2466023",2562,"24","2466",Montr_al,0.5259500000,
5034251.28180516,297160.789969215,CT,2149,4620090.0000000000,4513,0.4355900000,"24462",4593,"2466023",2269,"24","2466",Montr_al,0.4355900000,
5045098.89316385,300871.935454676,CT,2003,4620029.0000000000,3721,0.4014600000,"24462",3679,"2466023",2096,"24","2466",Montr_al,0.4014600000,
5045664.57230522,300725.536148017,CT,1798,4620030.0000000000,3191,0.3017300000,"24462",3131,"2466023",1957,"24","2466",Montr_al,0.3017300000,
5044838.19347175,300467.888605786,CT,1516,4620031.0000000000,2619,0.2570200000,"24462",2659,"2466023",1636,"24","2466",Montr_al,0.2570200000,
5044161.42349338,300195.997281364,CT,967,4620032.0000000000,1524,0.1233200000,"24462",1609,"2466023",1040,"24","2466",Montr_al,0.1233200000,
5033873.465925,296688.94643,CT,1,4620091.0000000000,0,1.0635600000,"24462",5,"2466023",1,"24","2466",Montr_al,1.0635600000,
5044175.45699271,293992.5973023,CT,639,4620225.0000000000,1394,0.6509800000,"24462",1400,"2466023",692,"24","2466",Montr_al,0.6509800000,
5034782.14818484,297027.471166649,CT,2797,4620092.0000000000,5998,0.5584600000,"24462",6124,"2466023",2937,"24","2466",Montr_al,0.5584600000,
5043970.14589595,295420.209876909,CT,2059,4620232.0000000000,3217,0.3644800000,"24462",3737,"2466023",2250,"24","2466",Montr_al,0.3644800000,
5044479.46235656,295557.343885329,CT,1162,4620233.0000000000,2042,0.1038900000,"24462",2017,"2466023",1246,"24","2466",Montr_al,0.1038900000,
5035363.20865837,296718.272006953,CT,1539,4620093.0000000000,3161,0.7353200000,"24462",3242,"2466023",1679,"24","2466",Montr_al,0.7353200000,
5044680.87785568,295591.095683322,CT,1245,4620234.0000000000,2226,0.1493100000,"24462",2188,"2466023",1306,"24","2466",Montr_al,0.1493100000,
5044800.77775659,295143.178216433,CT,1034,4620235.0000000000,1808,0.1167100000,"24462",1972,"2466023",1068,"24","2466",Montr_al,0.1167100000,
5045025.70737687,294403.315063841,CT,1740,4620237.0000000000,3056,0.2180700000,"24462",3435,"2466023",1819,"24","2466",Montr_al,0.2180700000,
5045266.42381753,294535.335629701,CT,1216,4620238.0000000000,2333,0.1631100000,"24462",2358,"2466023",1295,"24","2466",Montr_al,0.1631100000,
5042592.90287619,297087.889433649,CT,973,4620169.0000000000,2105,0.1472600000,"24462",2216,"2466023",1042,"24","2466",Montr_al,0.1472600000,
5042709.62098672,297203.012307837,CT,1044,4620170.0000000000,2114,0.1580300000,"24462",2111,"2466023",1168,"24","2466",Montr_al,0.1580300000,
5037363.54983277,295842.056430045,CT,801,4620107.0000000000,1455,0.1552400000,"24462",1544,"2466023",883,"24","2466",Montr_al,0.1552400000,
5044373.75128459,298606.328354296,CT,1323,4620178.0000000000,2297,0.2799700000,"24462",2353,"2466023",1422,"24","2466",Montr_al,0.2799700000,
5037714.64054683,295839.326932555,CT,1629,4620108.0000000000,4168,0.5640200000,"24462",4107,"2466023",1755,"24","2466",Montr_al,0.5640200000,
5044749.05078783,294118.243087632,CT,1595,4620226.0000000000,3030,0.2448200000,"24462",3143,"2466023",1681,"24","2466",Montr_al,0.2448200000,
5038154.30634138,295150.401660998,CT,1055,4620109.0000000000,2075,0.1668000000,"24462",2120,"2466023",1137,"24","2466",Montr_al,0.1668000000,
5044591.07952663,294502.687794721,CT,779,4620227.0000000000,1551,0.1159500000,"24462",1592,"2466023",820,"24","2466",Montr_al,0.1159500000,
5044491.23398275,294745.795156661,CT,794,4620228.0000000000,1733,0.1128800000,"24462",1721,"2466023",830,"24","2466",Montr_al,0.1128800000,
5044193.34929037,294883.76107524,CT,0,4620229.0000000000,0,0.4730000000,"24462",0,"2466023",0,"24","2466",Montr_al,0.4730000000,
5044391.58124812,294987.791227845,CT,948,4620230.0000000000,1834,0.1151100000,"24462",1880,"2466023",988,"24","2466",Montr_al,0.1151100000,
5044296.02935183,295218.965343125,CT,876,4620231.0000000000,1631,0.1034800000,"24462",1688,"2466023",926,"24","2466",Montr_al,0.1034800000,
5041426.81964337,295173.974249823,CT,2617,4620125.0000000000,6340,0.4758800000,"24462",6272,"2466023",2866,"24","2466",Montr_al,0.4758800000,
5040825.71723077,298836.837226561,CT,2026,4620130.0000000000,2974,0.1535100000,"24462",2946,"2466023",2791,"24","2466",Montr_al,0.1535100000,
5041041.66710667,298931.280702992,CT,2067,4620131.0000000000,3084,0.1046200000,"24462",3137,"2466023",2672,"24","2466",Montr_al,0.1046200000,
5041280.8936837,299031.144392299,CT,3061,4620132.0000000000,4903,0.2671100000,"24462",4865,"2466023",3801,"24","2466",Montr_al,0.2671100000,
5041680.5314083,299205.040923995,CT,1450,4620133.0000000000,2387,0.1455200000,"24462",2508,"2466023",1737,"24","2466",Montr_al,0.1455200000,
5041917.39439709,299300.511340153,CT,617,4620134.0000000000,913,0.0860400000,"24462",1057,"2466023",745,"24","2466",Montr_al,0.0860400000,
5042207.63716799,298901.43522458,CT,856,4620135.0000000000,1591,0.1204400000,"24462",1758,"2466023",974,"24","2466",Montr_al,0.1204400000,
5041951.72315982,298738.310161707,CT,1479,4620136.0000000000,2729,0.1815600000,"24462",2774,"2466023",1691,"24","2466",Montr_al,0.1815600000,
5041649.88108646,298686.137847216,CT,629,4620137.0000000000,1077,0.1823100000,"24462",1165,"2466023",734,"24","2466",Montr_al,0.1823100000,
5041876.51467746,298201.73115253,CT,1030,4620138.0000000000,2036,0.2786800000,"24462",1994,"2466023",1216,"24","2466",Montr_al,0.2786800000,
5045483.44911803,297286.668724668,CT,1352,4620206.0000000000,2539,0.2321600000,"24462",2564,"2466023",1445,"24","2466",Montr_al,0.2321600000,
5043996.82216503,300684.104755959,CT,1354,4620034.0000000000,2519,0.2136300000,"24462",2559,"2466023",1458,"24","2466",Montr_al,0.2136300000,
5043683.6268442,300291.574972487,CT,1124,4620035.0000000000,2000,0.1814500000,"24462",2002,"2466023",1203,"24","2466",Montr_al,0.1814500000,
5043446.22236629,300174.008268007,CT,1195,4620036.0000000000,2033,0.1856600000,"24462",2074,"2466023",1310,"24","2466",Montr_al,0.1856600000,
5045097.05372558,295906.896426249,CT,1086,4620244.0000000000,2109,0.1757000000,"24462",2142,"2466023",1128,"24","2466",Montr_al,0.1757000000,
5048427.37097074,296319.297855892,CT,1802,4620258.0000000000,4892,0.3957100000,"24462",5162,"2466023",1892,"24","2466",Montr_al,0.3957100000,
5054386.707225,296826.359545,CT,1734,4620290.0300000003,4167,0.6390000000,"24462",4171,"2466023",1778,"24","2466",Montr_al,0.6390000000,
5040430.0751595,298637.861533486,CT,2112,4620129.0199999996,3710,0.3587900000,"24462",3438,"2466023",2982,"24","2466",Montr_al,0.3587900000,
5041774.60564052,289648.463621321,CT,873,4620417.0199999996,3044,0.3612100000,"24462",2857,"2466023",954,"24","2466",Montr_al,0.3612100000,
5043648.08246092,297000.58874616,CT,1633,4620215.0000000000,2378,0.2340300000,"24462",3031,"2466023",1745,"24","2466",Montr_al,0.2340300000,
5037871.93764568,294822.526495168,CT,1949,4620110.0000000000,3748,0.2455600000,"24462",3836,"2466023",2130,"24","2466",Montr_al,0.2455600000,
5041957.65345269,299841.762586537,CT,823,4620051.0000000000,1349,0.2139500000,"24462",1463,"2466023",960,"24","2466",Montr_al,0.2139500000,
5041972.75414239,300042.277893076,CT,1105,4620052.0000000000,1911,0.1392500000,"24462",1959,"2466023",1218,"24","2466",Montr_al,0.1392500000,
5041668.54481788,300288.671958138,CT,747,4620053.0000000000,1008,0.1078600000,"24462",1088,"2466023",903,"24","2466",Montr_al,0.1078600000,
5041525.25813087,300508.67622869,CT,685,4620054.0000000000,1082,0.1503800000,"24462",1406,"2466023",813,"24","2466",Montr_al,0.1503800000,
5035524.14176057,293222.891599085,CT,2245,4620098.0000000000,5440,1.0373000000,"24462",5332,"2466023",2428,"24","2466",Montr_al,1.0373000000,
5038460.9630355,293845.649607307,CT,2835,4620111.0000000000,6746,0.7497300000,"24462",6542,"2466023",3198,"24","2466",Montr_al,0.7497300000,
5046560.86998141,302087.268935949,CT,2206,4620015.0000000000,4043,0.3769200000,"24462",4103,"2466023",2339,"24","2466",Montr_al,0.3769200000,
5053191.98808438,294952.7756005,CT,2198,4620610.0300000003,5203,0.7856000000,"24462",5297,"2466023",2306,"24","2466",Montr_al,0.7856000000,
5038719.80338789,295417.398048516,CT,862,4620115.0099999998,2033,0.2188600000,"24462",2005,"2466023",985,"24","2466",Montr_al,0.2188600000,
5049714.37766529,297762.719395249,CT,848,4620605.0499999998,2098,0.5743400000,"24462",2172,"2466023",882,"24","2466",Montr_al,0.5743400000,
5035889.04265769,295440.740588087,CT,2960,4620094.0099999998,6120,1.7928800000,"24462",6102,"2466023",3403,"24","2466",Montr_al,1.7928800000,
5048604.39169918,300689.549947551,CT,1809,4620190.0099999998,3431,0.4538000000,"24462",3599,"2466023",1925,"24","2466",Montr_al,0.4538000000,
5042432.98347645,287234.99782289,CT,1414,4620416.0099999998,4077,0.8531500000,"24462",4050,"2466023",1446,"24","2466",Montr_al,0.8531500000,
5041961.58710487,287539.107843218,CT,1073,4620416.0199999996,3108,1.0397700000,"24462",3067,"2466023",1177,"24","2466",Montr_al,1.0397700000,
5041163.02649018,290869.191334607,CT,2545,4620418.0000000000,5549,1.3022200000,"24462",5907,"2466023",2693,"24","2466",Montr_al,1.3022200000,
5042033.47225,289936.309945,CT,1652,4620419.0000000000,5029,0.3788700000,"24462",4746,"2466023",1855,"24","2466",Montr_al,0.3788700000,
5038485.38650974,287999.250162882,CT,2931,4620415.0599999996,5843,17.9650500000,"24462",7683,"2466023",3154,"24","2466",Montr_al,17.9650500000,
5039777.80759242,281645.300001235,CT,2449,4620520.0199999996,7162,1.6203400000,"24462",7081,"2466142",2520,"24","2466",Dollard-Des Ormeaux,1.6203400000,
5050419.92956456,296406.697433991,CT,1138,4620604.0099999998,3205,0.9331000000,"24462",3241,"2466023",1187,"24","2466",Montr_al,0.9331000000,
5039200.9546,295807.088705,CT,3421,4620115.0199999996,5954,0.4271200000,"24462",5866,"2466023",3921,"24","2466",Montr_al,0.4271200000,
5046067.66331721,300186.815800301,CT,1407,4620188.0199999996,2564,0.2286800000,"24462",2671,"2466023",1530,"24","2466",Montr_al,0.2286800000,
5055339.54333145,297894.77399246,CT,1982,4620290.0599999996,5700,0.8961100000,"24462",5381,"2466023",2059,"24","2466",Montr_al,0.8961100000,
5056012.35302776,298613.235572205,CT,1573,4620290.0700000003,4007,0.5826800000,"24462",4121,"2466023",1595,"24","2466",Montr_al,0.5826800000,
5040309.53506913,289050.282669098,CT,1913,4620415.0300000003,4145,0.2553800000,"24462",4193,"2466023",2028,"24","2466",Montr_al,0.2553800000,
5040881.40217627,289584.340877225,CT,1980,4620415.0400000000,4788,0.4771500000,"24462",4748,"2466023",2153,"24","2466",Montr_al,0.4771500000,
5031366.07660819,296415.120410098,CT,1377,4620322.0400000000,3478,0.4561300000,"24462",3345,"2466023",1470,"24","2466",Montr_al,0.4561300000,
5041051.8025253,299496.469042436,CT,396,4620061.0000000000,607,0.2169700000,"24462",699,"2466023",496,"24","2466",Montr_al,0.2169700000,
5044865.30847897,297582.638165299,CT,1292,4620208.0000000000,2456,0.1992300000,"24462",2465,"2466023",1408,"24","2466",Montr_al,0.1992300000,
5046327.51968927,299617.233556659,CT,1150,4620188.0099999998,2108,0.1513600000,"24462",2186,"2466023",1233,"24","2466",Montr_al,0.1513600000,
